[2025-12-30 09:30:53.933] [headpose_logger] [info] Pitch: 88.3 degrees, Yaw: 69.1 degrees, Roll: -77.9 degrees
[2025-12-30 09:30:54.037] [headpose_logger] [info] Pitch: 88.3 degrees, Yaw: 69.1 degrees, Roll: -77.9 degrees
[2025-12-30 09:30:54.235] [headpose_logger] [info] Pitch: 107.0 degrees, Yaw: 67.0 degrees, Roll: -60.2 degrees
[2025-12-30 09:30:54.235] [headpose_logger] [info] Pitch: 107.0 degrees, Yaw: 67.0 degrees, Roll: -60.2 degrees
[2025-12-30 09:30:54.331] [headpose_logger] [info] Pitch: 63.9 degrees, Yaw: 71.1 degrees, Roll: -99.9 degrees
[2025-12-30 09:30:54.331] [headpose_logger] [info] Pitch: 63.9 degrees, Yaw: 71.1 degrees, Roll: -99.9 degrees
[2025-12-30 09:30:54.538] [headpose_logger] [info] Pitch: 63.9 degrees, Yaw: 71.1 degrees, Roll: -99.9 degrees
[2025-12-30 09:30:54.634] [headpose_logger] [info] Pitch: 23.3 degrees, Yaw: 70.2 degrees, Roll: -112.3 degrees
[2025-12-30 09:30:54.634] [headpose_logger] [info] Pitch: 23.3 degrees, Yaw: 70.2 degrees, Roll: -112.3 degrees
[2025-12-30 09:30:54.730] [headpose_logger] [info] Pitch: 82.5 degrees, Yaw: 69.4 degrees, Roll: -73.5 degrees
[2025-12-30 09:30:54.836] [headpose_logger] [info] Pitch: 91.2 degrees, Yaw: 66.3 degrees, Roll: -66.6 degrees
[2025-12-30 09:30:54.837] [headpose_logger] [info] Pitch: 91.2 degrees, Yaw: 66.3 degrees, Roll: -66.6 degrees
[2025-12-30 09:30:54.947] [headpose_logger] [info] Pitch: 92.9 degrees, Yaw: 66.1 degrees, Roll: -67.1 degrees
[2025-12-30 09:30:54.949] [headpose_logger] [info] Pitch: 92.9 degrees, Yaw: 66.1 degrees, Roll: -67.1 degrees
[2025-12-30 09:30:55.068] [headpose_logger] [info] Pitch: 92.0 degrees, Yaw: 65.5 degrees, Roll: -69.3 degrees
[2025-12-30 09:30:55.176] [headpose_logger] [info] Pitch: 91.8 degrees, Yaw: 66.5 degrees, Roll: -69.4 degrees
[2025-12-30 09:30:55.176] [headpose_logger] [info] Pitch: 91.8 degrees, Yaw: 66.5 degrees, Roll: -69.4 degrees
[2025-12-30 09:30:55.273] [headpose_logger] [info] Pitch: 91.3 degrees, Yaw: 69.6 degrees, Roll: -69.0 degrees
[2025-12-30 09:30:55.273] [headpose_logger] [info] Pitch: 91.3 degrees, Yaw: 69.6 degrees, Roll: -69.0 degrees
[2025-12-30 09:30:55.462] [headpose_logger] [info] Pitch: 90.8 degrees, Yaw: 68.6 degrees, Roll: -66.5 degrees
[2025-12-30 09:30:55.462] [headpose_logger] [info] Pitch: 90.8 degrees, Yaw: 68.6 degrees, Roll: -66.5 degrees
[2025-12-30 09:30:55.567] [headpose_logger] [info] Pitch: 105.9 degrees, Yaw: 55.8 degrees, Roll: -63.1 degrees
[2025-12-30 09:30:55.568] [headpose_logger] [info] Pitch: 105.9 degrees, Yaw: 55.8 degrees, Roll: -63.1 degrees
[2025-12-30 09:30:55.662] [headpose_logger] [info] Pitch: 97.6 degrees, Yaw: 63.3 degrees, Roll: -60.8 degrees
[2025-12-30 09:30:55.761] [headpose_logger] [info] Pitch: 99.3 degrees, Yaw: 63.7 degrees, Roll: -57.8 degrees
[2025-12-30 09:30:55.761] [headpose_logger] [info] Pitch: 99.3 degrees, Yaw: 63.7 degrees, Roll: -57.8 degrees
[2025-12-30 09:30:55.866] [headpose_logger] [info] Pitch: 92.4 degrees, Yaw: 65.6 degrees, Roll: -66.6 degrees
[2025-12-30 09:30:55.867] [headpose_logger] [info] Pitch: 92.4 degrees, Yaw: 65.6 degrees, Roll: -66.6 degrees
[2025-12-30 09:30:55.973] [headpose_logger] [info] Pitch: 90.6 degrees, Yaw: 65.6 degrees, Roll: -68.2 degrees
[2025-12-30 09:30:56.076] [headpose_logger] [info] Pitch: 90.7 degrees, Yaw: 66.8 degrees, Roll: -68.0 degrees
[2025-12-30 09:30:56.077] [headpose_logger] [info] Pitch: 90.7 degrees, Yaw: 66.8 degrees, Roll: -68.0 degrees
[2025-12-30 09:30:56.183] [headpose_logger] [info] Pitch: 89.9 degrees, Yaw: 67.1 degrees, Roll: -69.0 degrees
[2025-12-30 09:30:56.183] [headpose_logger] [info] Pitch: 89.9 degrees, Yaw: 67.1 degrees, Roll: -69.0 degrees
[2025-12-30 09:30:56.287] [headpose_logger] [info] Pitch: 92.2 degrees, Yaw: 65.8 degrees, Roll: -64.4 degrees
[2025-12-30 09:30:56.391] [headpose_logger] [info] Pitch: 92.2 degrees, Yaw: 65.8 degrees, Roll: -64.4 degrees
[2025-12-30 09:30:56.499] [headpose_logger] [info] Pitch: 92.2 degrees, Yaw: 65.8 degrees, Roll: -64.4 degrees
[2025-12-30 09:30:56.597] [headpose_logger] [info] Pitch: 84.2 degrees, Yaw: 72.0 degrees, Roll: -73.8 degrees
[2025-12-30 09:30:56.700] [headpose_logger] [info] Pitch: 77.9 degrees, Yaw: 72.1 degrees, Roll: -83.0 degrees
[2025-12-30 09:30:56.700] [headpose_logger] [info] Pitch: 77.9 degrees, Yaw: 72.1 degrees, Roll: -83.0 degrees
[2025-12-30 09:30:56.805] [headpose_logger] [info] Pitch: 71.7 degrees, Yaw: 71.3 degrees, Roll: -88.5 degrees
[2025-12-30 09:30:56.806] [headpose_logger] [info] Pitch: 71.7 degrees, Yaw: 71.3 degrees, Roll: -88.5 degrees
[2025-12-30 09:30:56.896] [headpose_logger] [info] Pitch: 68.5 degrees, Yaw: 71.5 degrees, Roll: -90.8 degrees
[2025-12-30 09:30:56.994] [headpose_logger] [info] Pitch: 67.8 degrees, Yaw: 73.3 degrees, Roll: -91.1 degrees
[2025-12-30 09:30:56.995] [headpose_logger] [info] Pitch: 67.8 degrees, Yaw: 73.3 degrees, Roll: -91.1 degrees
[2025-12-30 09:30:57.091] [headpose_logger] [info] Pitch: 70.0 degrees, Yaw: 72.8 degrees, Roll: -89.1 degrees
[2025-12-30 09:30:57.092] [headpose_logger] [info] Pitch: 70.0 degrees, Yaw: 72.8 degrees, Roll: -89.1 degrees
[2025-12-30 09:30:57.197] [headpose_logger] [info] Pitch: 73.1 degrees, Yaw: 70.8 degrees, Roll: -88.9 degrees
[2025-12-30 09:30:57.304] [headpose_logger] [info] Pitch: 91.9 degrees, Yaw: 70.5 degrees, Roll: -77.6 degrees
[2025-12-30 09:30:57.304] [headpose_logger] [info] Pitch: 91.9 degrees, Yaw: 70.5 degrees, Roll: -77.6 degrees
[2025-12-30 09:30:57.406] [headpose_logger] [info] Pitch: 114.2 degrees, Yaw: 68.3 degrees, Roll: -65.6 degrees
[2025-12-30 09:30:57.407] [headpose_logger] [info] Pitch: 114.2 degrees, Yaw: 68.3 degrees, Roll: -65.6 degrees
[2025-12-30 09:30:57.519] [headpose_logger] [info] Pitch: 116.0 degrees, Yaw: 68.2 degrees, Roll: -63.9 degrees
[2025-12-30 09:30:57.620] [headpose_logger] [info] Pitch: 116.0 degrees, Yaw: 68.2 degrees, Roll: -63.9 degrees
[2025-12-30 09:30:57.718] [headpose_logger] [info] Pitch: 116.0 degrees, Yaw: 68.2 degrees, Roll: -63.9 degrees
[2025-12-30 09:30:57.919] [headpose_logger] [info] Pitch: 116.0 degrees, Yaw: 68.2 degrees, Roll: -63.9 degrees
[2025-12-30 09:30:58.023] [headpose_logger] [info] Pitch: 116.0 degrees, Yaw: 68.2 degrees, Roll: -63.9 degrees
[2025-12-30 09:30:58.217] [headpose_logger] [info] Pitch: 116.0 degrees, Yaw: 68.2 degrees, Roll: -63.9 degrees
[2025-12-30 09:30:58.314] [headpose_logger] [info] Pitch: 116.0 degrees, Yaw: 68.2 degrees, Roll: -63.9 degrees
[2025-12-30 09:30:58.523] [headpose_logger] [info] Pitch: 116.0 degrees, Yaw: 68.2 degrees, Roll: -63.9 degrees
[2025-12-30 09:30:58.735] [headpose_logger] [info] Pitch: 116.0 degrees, Yaw: 68.2 degrees, Roll: -63.9 degrees
[2025-12-30 09:30:59.034] [headpose_logger] [info] Pitch: 116.0 degrees, Yaw: 68.2 degrees, Roll: -63.9 degrees
[2025-12-30 09:30:59.334] [headpose_logger] [info] Pitch: 116.0 degrees, Yaw: 68.2 degrees, Roll: -63.9 degrees
[2025-12-30 09:30:59.659] [headpose_logger] [info] Pitch: 97.7 degrees, Yaw: 71.6 degrees, Roll: -55.9 degrees
[2025-12-30 09:30:59.659] [headpose_logger] [info] Pitch: 97.7 degrees, Yaw: 71.6 degrees, Roll: -55.9 degrees
[2025-12-30 09:30:59.759] [headpose_logger] [info] Pitch: 80.5 degrees, Yaw: 71.7 degrees, Roll: -68.4 degrees
[2025-12-30 09:30:59.760] [headpose_logger] [info] Pitch: 80.5 degrees, Yaw: 71.7 degrees, Roll: -68.4 degrees
[2025-12-30 09:30:59.866] [headpose_logger] [info] Pitch: 78.4 degrees, Yaw: 71.2 degrees, Roll: -68.5 degrees
[2025-12-30 09:30:59.966] [headpose_logger] [info] Pitch: 72.1 degrees, Yaw: 66.9 degrees, Roll: -71.0 degrees
[2025-12-30 09:30:59.967] [headpose_logger] [info] Pitch: 72.1 degrees, Yaw: 66.9 degrees, Roll: -71.0 degrees
[2025-12-30 09:31:00.076] [headpose_logger] [info] Pitch: 60.1 degrees, Yaw: 71.0 degrees, Roll: -83.0 degrees
[2025-12-30 09:31:00.076] [headpose_logger] [info] Pitch: 60.1 degrees, Yaw: 71.0 degrees, Roll: -83.0 degrees
[2025-12-30 09:31:00.178] [headpose_logger] [info] Pitch: 58.3 degrees, Yaw: 72.5 degrees, Roll: -84.4 degrees
[2025-12-30 09:31:00.277] [headpose_logger] [info] Pitch: 54.0 degrees, Yaw: 73.9 degrees, Roll: -86.7 degrees
[2025-12-30 09:31:00.278] [headpose_logger] [info] Pitch: 54.0 degrees, Yaw: 73.9 degrees, Roll: -86.7 degrees
[2025-12-30 09:31:00.379] [headpose_logger] [info] Pitch: 60.8 degrees, Yaw: 72.3 degrees, Roll: -82.4 degrees
[2025-12-30 09:31:00.380] [headpose_logger] [info] Pitch: 60.8 degrees, Yaw: 72.3 degrees, Roll: -82.4 degrees
[2025-12-30 09:31:00.483] [headpose_logger] [info] Pitch: 63.0 degrees, Yaw: 73.3 degrees, Roll: -80.8 degrees
[2025-12-30 09:31:00.591] [headpose_logger] [info] Pitch: 65.1 degrees, Yaw: 73.7 degrees, Roll: -78.0 degrees
[2025-12-30 09:31:00.593] [headpose_logger] [info] Pitch: 65.1 degrees, Yaw: 73.7 degrees, Roll: -78.0 degrees
[2025-12-30 09:31:00.696] [headpose_logger] [info] Pitch: 68.6 degrees, Yaw: 70.6 degrees, Roll: -73.7 degrees
[2025-12-30 09:31:00.697] [headpose_logger] [info] Pitch: 68.6 degrees, Yaw: 70.6 degrees, Roll: -73.7 degrees
[2025-12-30 09:31:00.801] [headpose_logger] [info] Pitch: 68.9 degrees, Yaw: 68.2 degrees, Roll: -67.5 degrees
[2025-12-30 09:31:00.906] [headpose_logger] [info] Pitch: 67.7 degrees, Yaw: 68.1 degrees, Roll: -68.4 degrees
[2025-12-30 09:31:00.906] [headpose_logger] [info] Pitch: 67.7 degrees, Yaw: 68.1 degrees, Roll: -68.4 degrees
[2025-12-30 09:31:01.008] [headpose_logger] [info] Pitch: 60.8 degrees, Yaw: 68.7 degrees, Roll: -70.2 degrees
[2025-12-30 09:31:01.008] [headpose_logger] [info] Pitch: 60.8 degrees, Yaw: 68.7 degrees, Roll: -70.2 degrees
[2025-12-30 09:31:01.107] [headpose_logger] [info] Pitch: 74.1 degrees, Yaw: 68.0 degrees, Roll: -64.0 degrees
[2025-12-30 09:31:01.202] [headpose_logger] [info] Pitch: 71.2 degrees, Yaw: 66.5 degrees, Roll: -64.6 degrees
[2025-12-30 09:31:01.202] [headpose_logger] [info] Pitch: 71.2 degrees, Yaw: 66.5 degrees, Roll: -64.6 degrees
[2025-12-30 09:31:01.308] [headpose_logger] [info] Pitch: 77.6 degrees, Yaw: 66.4 degrees, Roll: -57.4 degrees
[2025-12-30 09:31:01.309] [headpose_logger] [info] Pitch: 77.6 degrees, Yaw: 66.4 degrees, Roll: -57.4 degrees
[2025-12-30 09:31:01.424] [headpose_logger] [info] Pitch: 78.6 degrees, Yaw: 66.2 degrees, Roll: -57.5 degrees
[2025-12-30 09:31:01.534] [headpose_logger] [info] Pitch: 76.7 degrees, Yaw: 67.2 degrees, Roll: -59.0 degrees
[2025-12-30 09:31:01.535] [headpose_logger] [info] Pitch: 76.7 degrees, Yaw: 67.2 degrees, Roll: -59.0 degrees
[2025-12-30 09:31:01.647] [headpose_logger] [info] Pitch: 77.8 degrees, Yaw: 66.0 degrees, Roll: -56.9 degrees
[2025-12-30 09:31:01.647] [headpose_logger] [info] Pitch: 77.8 degrees, Yaw: 66.0 degrees, Roll: -56.9 degrees
[2025-12-30 09:31:01.748] [headpose_logger] [info] Pitch: 78.4 degrees, Yaw: 65.8 degrees, Roll: -56.6 degrees
[2025-12-30 09:31:01.850] [headpose_logger] [info] Pitch: 73.6 degrees, Yaw: 67.1 degrees, Roll: -59.5 degrees
[2025-12-30 09:31:01.850] [headpose_logger] [info] Pitch: 73.6 degrees, Yaw: 67.1 degrees, Roll: -59.5 degrees
[2025-12-30 09:31:01.971] [headpose_logger] [info] Pitch: 81.4 degrees, Yaw: 65.8 degrees, Roll: -53.2 degrees
[2025-12-30 09:31:01.972] [headpose_logger] [info] Pitch: 81.4 degrees, Yaw: 65.8 degrees, Roll: -53.2 degrees
[2025-12-30 09:31:02.082] [headpose_logger] [info] Pitch: 79.5 degrees, Yaw: 65.3 degrees, Roll: -53.9 degrees
